

Episode 1
Event :id   1 :T_E   0.993802 :L_E   0.012339 :M   2.274161
Event :id   2 :T_E   0.436492 :L_E   0.819008 :M   2.657300
Event :id   3 :T_E   0.975376 :L_E   0.348400 :M   2.526519
Event :id   4 :T_E   0.508513 :L_E   0.985051 :M   2.262951
Event :id   5 :T_E   0.641122 :L_E   0.218963 :M   2.566397
Event :id   6 :T_E   0.211768 :L_E   0.612954 :M   2.001495
Event :id   7 :T_E   0.192813 :L_E   0.725837 :M   2.748840
Event :id   8 :T_E   0.435880 :L_E   0.689358 :M   2.176518
Event :id   9 :T_E   0.054126 :L_E   0.947633 :M   2.663634
Detection :station S1 :source 1   :T_D   1.006599 :A_D   2.895428 :S -1
Detection :station S3 :source 1   :T_D   1.492522 :A_D  -0.352297 :S 1
Detection :station S2 :source 2   :T_D   1.029786 :A_D   2.373994 :S -1
Detection :station S3 :source 2   :T_D   0.766263 :A_D   0.807191 :S -1
Detection :station S5 :source 2   :T_D   0.626142 :A_D   4.194231 :S 1
Detection :station S2 :source 3   :T_D   1.073086 :A_D   3.368258 :S -1
Detection :station S4 :source 3   :T_D   1.392086 :A_D   1.552750 :S 1
Detection :station S1 :source 4   :T_D   1.519011 :A_D   1.789899 :S -1
Detection :station S2 :source 4   :T_D   1.269459 :A_D   1.684527 :S -1
Detection :station S3 :source 4   :T_D   1.017186 :A_D   1.048320 :S -1
Detection :station S5 :source 4   :T_D   0.523336 :A_D   0.792913 :S 1
Detection :station S1 :source 5   :T_D   0.859514 :A_D   3.031543 :S -1
Detection :station S2 :source 5   :T_D   0.674053 :A_D   3.150395 :S 1
Detection :station S5 :source 5   :T_D   1.448461 :A_D   3.240558 :S 1
Detection :station S2 :source 6   :T_D   0.602455 :A_D   1.849740 :S -1
Detection :station S3 :source 6   :T_D   0.329269 :A_D   0.747264 :S -1
Detection :station S4 :source 6   :T_D   0.331433 :A_D   0.831812 :S 1
Detection :station S5 :source 6   :T_D   0.610516 :A_D   3.552746 :S 1
Detection :station S1 :source 7   :T_D   0.953319 :A_D   2.274175 :S -1
Detection :station S2 :source 7   :T_D   0.695478 :A_D   3.328076 :S -1
Detection :station S3 :source 7   :T_D   0.424922 :A_D   1.462405 :S -1
Detection :station S4 :source 7   :T_D   0.212816 :A_D   0.990019 :S 1
Detection :station S5 :source 7   :T_D   0.466603 :A_D   4.285050 :S 1
Detection :station S1 :source 8   :T_D   1.164258 :A_D   1.427824 :S -1
Detection :station S3 :source 8   :T_D   0.646635 :A_D   1.104748 :S -1
Detection :station S5 :source 8   :T_D   0.750974 :A_D   2.140178 :S 1
Detection :station S1 :source 9   :T_D   1.053847 :A_D   1.889194 :S -1
Detection :station S4 :source 9   :T_D   0.253514 :A_D   1.421427 :S -1
Detection :station S5 :source 9   :T_D   0.111367 :A_D   5.142776 :S 1
Detection :station S1 :source NIL :T_D   0.079688 :A_D  -0.409541 :S -1
Detection :station S1 :source NIL :T_D   0.011522 :A_D  -0.325359 :S -1
Detection :station S1 :source NIL :T_D   0.895563 :A_D   2.242066 :S 1
Detection :station S1 :source NIL :T_D   0.876404 :A_D  -0.264388 :S -1
Detection :station S1 :source NIL :T_D   0.131174 :A_D   1.311060 :S 1
Detection :station S1 :source NIL :T_D   0.146023 :A_D   0.705364 :S 1
Detection :station S1 :source NIL :T_D   0.979111 :A_D   0.394353 :S -1
Detection :station S1 :source NIL :T_D   0.332495 :A_D  -1.942847 :S -1
Detection :station S1 :source NIL :T_D   0.451440 :A_D  -0.405024 :S 1
Detection :station S1 :source NIL :T_D   0.116587 :A_D  -0.117018 :S -1
